class,x1,x2
1,0.989691577,-1.109088482
-1,-1.577971782,0.559123312
1,0.508254697,1.61452261
1,0.383437728,0.916597268
-1,0.668733657,-1.364427021
1,1.346311487,-0.90481765
1,0.472592706,1.461319486
1,-0.846900964,0.559123312
1,0.740057639,-0.819704803
1,-1.417492822,1.59750004
-1,0.722226643,0.218671925
-1,-0.704253,1.512387194
-1,-1.595802777,-1.670833269
-1,-0.668591009,1.154913238
1,-0.793407978,0.082491371
1,0.918367594,-1.6538107
-1,-0.401126076,-0.274982585
1,1.364142483,-1.109088482
1,0.686564652,-0.88779508
1,0.062479808,1.069800392
1,-0.436788067,-0.955885358
1,-1.274844857,0.84850699
1,1.25715651,-0.019644045
1,0.026817817,1.563454902
1,-0.900393951,-1.466562437
1,-0.187154129,-0.955885358
-1,-0.401126076,1.001710114
-1,1.542452438,1.154913238
-1,-0.811238973,-0.292005154
1,1.168001532,0.031423663
1,0.026817817,-0.836727372
-1,-1.560140786,0.337829911
1,-1.203520875,-0.853749942
1,0.633071666,-0.377118001
1,0.329944742,-0.666501679
-1,-1.595802777,-0.019644045
-1,-0.632929018,-0.564366263
-1,1.292818501,1.648567748
-1,0.954029586,0.933619837
1,-0.22281612,-1.466562437
-1,0.276451755,0.218671925
1,-1.506647799,1.648567748
-1,-0.008844174,-1.381449591
-1,1.41763547,-0.274982585
-1,-0.472450058,-0.768637095
-1,-0.846900964,-0.428185709
-1,-0.722083995,1.205980946
1,-0.86473196,0.712326436
1,1.649438412,0.439965327
1,1.150170536,0.627213589
-1,0.526085692,0.678281297
-1,-1.381830831,0.491033035
1,0.650902661,-0.189869738
-1,-1.18568988,0.576145881
1,-0.472450058,0.780416713
-1,-1.274844857,0.61019102
1,0.222958768,-0.070711753
1,-0.668591009,0.286762203
-1,-0.258478111,1.223003515
1,-0.347633089,-1.687855838
-1,1.168001532,1.205980946
-1,-0.704253,-0.13880203
1,-1.791943728,-0.445208278
1,-1.114365897,1.308116362
1,1.453297461,0.09951394
1,-1.577971782,1.291093793
-1,0.062479808,-0.921840219
1,1.007522572,0.09951394
1,1.185832528,0.576145881
1,1.667269407,-1.483585007
-1,-0.472450058,-0.462230847
-1,1.506790447,-0.292005154
-1,-0.097999152,-0.257960015
-1,-0.793407978,1.018732684
-1,-0.722083995,1.546432333
1,0.882705603,0.235694495
-1,0.29428275,0.576145881
1,0.240789764,-0.240937446
1,0.77571963,-0.121779461
-1,-0.294140102,-0.445208278
-1,-0.971717933,-1.211223897
-1,1.221494519,1.274071223
1,-1.381830831,1.120868099
1,-0.329802094,0.269739633
-1,-0.989548929,0.388897619
-1,-0.829069969,-0.751614526
-1,1.720762394,1.10384553
-1,0.151634786,-0.972907927
-1,0.722226643,-1.177178759
1,-0.38329508,-1.381449591
1,-0.418957071,-1.415494729
1,0.740057639,-0.615433971
-1,-0.401126076,-0.104756892
-1,-0.311971098,-0.700546818
-1,0.436930715,-1.313359313
1,-0.151492138,-1.313359313
-1,1.57811443,-0.717569387
-1,-0.311971098,1.393229209
-1,-0.704253,1.018732684
