class,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14
-1,0.688737232,0.275380763,-0.15252112,0.542949964,-1.45967271,0.154327552,3.073063816,0.954650376,-0.864196415,-0.493886621,1.087908224,0.237827652,-8.42E-05,-0.195413339
1,-1.451932543,1.338305185,0.651570972,0.542949964,0.713889027,0.154327552,1.278852375,0.954650376,1.157144352,0.740829932,-0.919195184,0.237827652,1.110158339,9.619569825
1,0.688737232,-0.7090274,-0.956613213,0.542949964,0.170498593,-0.347964952,-0.664876687,-1.047503908,-0.864196415,-0.493886621,-0.919195184,3.586829282,-8.42E-05,-0.195413339
-1,0.688737232,1.148346492,-0.655078678,0.542949964,0.170498593,-0.347964952,0.082711414,0.954650376,-0.864196415,-0.493886621,1.087908224,0.237827652,-0.255846932,-0.195413339
-1,0.688737232,-1.384436088,0.450547949,0.542949964,0.713889027,-0.347964952,-0.365841446,-1.047503908,-0.864196415,-0.493886621,-0.919195184,0.237827652,2.418035727,-0.195413339
-1,0.688737232,-1.075436613,-0.873188659,-1.783978455,0.170498593,-0.347964952,-0.615535872,-1.047503908,1.157144352,-0.288100529,-0.919195184,0.237827652,0.092920371,-0.195221265
1,0.688737232,1.767189702,0.350036438,0.542949964,-0.916282276,-0.347964952,1.216054974,0.954650376,1.157144352,2.592904762,-0.919195184,0.237827652,-1.069637307,1.956199996
1,0.688737232,-1.046731744,-0.956613213,-1.783978455,-0.101196624,0.154327552,-0.664876687,-1.047503908,-0.864196415,-0.493886621,1.087908224,-3.111173978,1.836756888,-0.195221265
1,0.688737232,-1.145510265,-0.923444414,0.542949964,0.985584244,1.158912559,-0.602079286,-1.047503908,-0.864196415,-0.493886621,-0.919195184,0.237827652,0.092920371,-0.187730378
-1,0.688737232,0.500798412,-0.788758989,0.542949964,0.713889027,-0.347964952,-0.652915277,-1.047503908,-0.864196415,-0.493886621,-0.919195184,0.237827652,-0.3721027,-0.194452969
1,0.688737232,-0.751240443,-0.637991722,-1.783978455,0.44219381,-0.347964952,0.257647029,0.954650376,1.157144352,0.740829932,-0.919195184,0.237827652,-0.604614236,-0.195413339
-1,0.688737232,1.37291988,-0.119352322,0.542949964,1.800669896,0.154327552,-0.639458691,-1.047503908,-0.864196415,-0.493886621,1.087908224,0.237827652,1.953012655,-0.195413339
-1,0.688737232,0.212061198,-0.454055655,0.542949964,0.170498593,-0.347964952,-0.365841446,-1.047503908,-0.864196415,-0.493886621,-0.919195184,0.237827652,1.604245352,-0.192340154
-1,-1.451932543,0.127635112,-0.629950801,0.542949964,-1.45967271,-0.347964952,-0.503397657,-1.047503908,-0.864196415,-0.493886621,1.087908224,0.237827652,-1.069637307,-0.195413339
1,0.688737232,0.971895972,-0.88122958,-1.783978455,0.170498593,-0.347964952,-0.552738472,0.954650376,1.157144352,1.152402116,1.087908224,0.237827652,0.67419921,-0.164297345
1,0.688737232,0.247520154,-0.1444802,-1.783978455,-1.187977493,0.154327552,1.876922855,0.954650376,1.157144352,0.946616024,1.087908224,0.237827652,0.063856429,-0.195413339
-1,0.688737232,0.944035364,-0.353544144,0.542949964,-1.187977493,0.154327552,-0.365841446,0.954650376,-0.864196415,-0.493886621,-0.919195184,0.237827652,-1.069637307,-0.156998532
-1,0.688737232,-1.124403743,-0.923444414,0.542949964,-1.45967271,-0.347964952,-0.590117877,-1.047503908,-0.864196415,-0.493886621,1.087908224,-3.111173978,0.557943442,-0.195413339
-1,0.688737232,-0.716625748,-0.454055655,0.542949964,-1.731367927,-1.854842462,-0.639458691,-1.047503908,-0.864196415,-0.493886621,1.087908224,0.237827652,-0.488358468,0.612834198
1,-1.451932543,-0.765592878,0.744041563,-1.783978455,1.800669896,-0.347964952,0.070750004,-1.047503908,-0.864196415,-0.493886621,-0.919195184,0.237827652,-0.116340011,-0.195413339
-1,0.688737232,-1.152264351,-0.915403494,0.542949964,-0.372891842,-0.347964952,-0.652915277,-1.047503908,-0.864196415,-0.493886621,-0.919195184,0.237827652,0.557943442,-0.051357813
-1,0.688737232,-1.110051308,1.137041573,-1.783978455,-0.372891842,-0.347964952,-0.627497282,0.954650376,-0.864196415,-0.493886621,-0.919195184,0.237827652,-0.3721027,-0.123385576
-1,-1.451932543,-0.329110013,-0.655078678,0.542949964,-0.101196624,-0.347964952,-0.066806206,0.954650376,-0.864196415,-0.493886621,-0.919195184,-3.111173978,1.06946882,-0.195413339
1,-1.451932543,-1.067838265,0.902849751,-1.783978455,0.170498593,-0.347964952,-0.365841446,0.954650376,1.157144352,0.329257748,1.087908224,0.237827652,-0.604614236,-0.099376322
-1,0.688737232,-0.751240443,-0.805845946,0.542949964,-1.187977493,-0.347964952,-0.190905831,-1.047503908,1.157144352,-0.288100529,1.087908224,0.237827652,1.255478049,-0.193684673
-1,0.688737232,2.611450562,1.606430333,-1.783978455,0.170498593,1.661205062,0.830299514,0.954650376,-0.864196415,-0.493886621,-0.919195184,0.237827652,-0.418605007,-0.195413339
1,-1.451932543,-0.681166792,0.852593996,0.542949964,0.985584244,-0.347964952,1.876922855,0.954650376,1.157144352,0.53504384,1.087908224,0.237827652,-0.3721027,-0.195413339
-1,0.688737232,0.310839719,-0.320375345,0.542949964,1.800669896,1.661205062,0.456505464,0.954650376,-0.864196415,-0.493886621,1.087908224,0.237827652,2.883058798,-0.195413339
-1,-1.451932543,2.132754654,-0.102265365,-1.783978455,-1.731367927,-1.854842462,0.830299514,-1.047503908,-0.864196415,-0.493886621,1.087908224,0.237827652,-1.069637307,-0.194645043
-1,-1.451932543,1.837263353,-0.923444414,0.542949964,-1.731367927,-1.854842462,-0.664876687,-1.047503908,-0.864196415,-0.493886621,1.087908224,-3.111173978,-0.709244427,-0.19022734
1,0.688737232,0.810642148,-0.1444802,0.542949964,1.528974679,1.661205062,1.428369995,0.954650376,1.157144352,1.152402116,-0.919195184,0.237827652,0.790454978,-0.195413339
1,0.688737232,0.895068234,0.056542824,0.542949964,0.985584244,1.661205062,3.147822626,0.954650376,-0.864196415,-0.493886621,1.087908224,0.237827652,-0.534860775,-0.195413339
-1,0.688737232,0.810642148,-0.705334434,-1.783978455,0.44219381,-0.347964952,-0.590117877,-1.047503908,-0.864196415,-0.493886621,-0.919195184,0.237827652,-1.069637307,-0.157958902
-1,-1.451932543,0.18420059,-0.805845946,0.542949964,-0.916282276,0.154327552,-0.365841446,0.954650376,1.157144352,0.123471655,1.087908224,0.237827652,0.162673832,-0.195413339
1,0.688737232,-0.497962185,1.556174577,0.542949964,1.528974679,-0.347964952,-0.303044046,0.954650376,1.157144352,13.29378156,1.087908224,0.237827652,-0.255846932,-0.145858238
1,0.688737232,-0.61109314,0.375164315,-1.783978455,-1.45967271,-0.347964952,0.979817135,0.954650376,-0.864196415,-0.493886621,1.087908224,-3.111173978,-0.488358468,-0.195413339
1,0.688737232,-0.695519226,1.380279432,-1.783978455,0.44219381,-0.347964952,-0.415182261,0.954650376,-0.864196415,-0.493886621,1.087908224,0.237827652,-0.139591165,-0.137791129
-1,0.688737232,-0.075831755,-0.454055655,0.542949964,1.528974679,1.661205062,0.007952604,-1.047503908,-0.864196415,-0.493886621,1.087908224,-3.111173978,0.906710745,-0.195413339
-1,0.688737232,0.472937804,-0.15252112,0.542949964,0.170498593,0.154327552,0.830299514,0.954650376,-0.864196415,-0.493886621,1.087908224,-3.111173978,0.557943442,-0.195413339
-1,0.688737232,-0.448995055,-0.647037758,0.542949964,0.44219381,-0.347964952,-0.627497282,-1.047503908,-0.864196415,-0.493886621,-0.919195184,0.237827652,-0.488358468,-0.195413339
-1,-1.451932543,-0.153503754,-0.822932903,0.542949964,0.44219381,-0.347964952,-0.590117877,-1.047503908,-0.864196415,-0.493886621,1.087908224,0.237827652,0.67419921,-0.195413339
-1,-1.451932543,-0.723379835,-0.587735966,0.542949964,-0.644587059,-0.850257455,-0.664876687,-1.047503908,1.157144352,-0.288100529,-0.919195184,0.237827652,0.092920371,-0.185233415
-1,0.688737232,-1.208829829,-0.353544144,0.542949964,-0.916282276,-0.347964952,-0.652915277,-1.047503908,-0.864196415,-0.493886621,1.087908224,0.237827652,-0.139591165,-0.187730378
1,0.688737232,-0.195716797,2.0165173,0.542949964,-0.372891842,-0.347964952,0.842260924,0.954650376,1.157144352,0.53504384,1.087908224,0.237827652,-0.093088858,-0.195413339
-1,-1.451932543,-0.252282275,-0.244991711,0.542949964,-1.187977493,0.154327552,-0.515359067,0.954650376,-0.864196415,-0.493886621,1.087908224,0.237827652,-0.075650492,-0.195413339
-1,0.688737232,0.254274241,-0.956613213,0.542949964,0.170498593,-0.347964952,-0.664876687,-1.047503908,-0.864196415,-0.493886621,-0.919195184,3.586829282,-8.42E-05,-0.195413339
-1,0.688737232,-0.687920879,-0.839014745,0.542949964,0.170498593,1.661205062,-0.639458691,0.954650376,-0.864196415,-0.493886621,-0.919195184,0.237827652,-0.023335397,-0.195413339
1,0.688737232,-0.554527663,1.304895798,0.542949964,0.170498593,-0.347964952,0.082711414,0.954650376,1.157144352,3.004476946,-0.919195184,0.237827652,0.092920371,0.036612095
1,-1.451932543,-1.0821907,0.551059461,0.542949964,0.985584244,-0.347964952,0.145508814,0.954650376,1.157144352,0.53504384,-0.919195184,0.237827652,-8.42E-05,4.937957307
-1,0.688737232,-1.223182264,-0.906357458,0.542949964,0.985584244,-0.347964952,-0.564699881,-1.047503908,1.157144352,0.329257748,-0.919195184,0.237827652,-0.139591165,-0.193876747
-1,-1.451932543,-1.30760835,-0.889270501,0.542949964,-1.731367927,-1.854842462,-0.664876687,-1.047503908,1.157144352,-0.288100529,-0.919195184,0.237827652,-0.139591165,-0.171212011
-1,0.688737232,0.114126938,-0.454055655,0.542949964,-0.372891842,-0.347964952,-0.141565016,-1.047503908,1.157144352,-0.082314437,1.087908224,0.237827652,3.115570333,-0.195413339
1,-1.451932543,-0.948797484,1.053617019,0.542949964,0.170498593,1.661205062,-0.365841446,0.954650376,1.157144352,0.329257748,-0.919195184,0.237827652,-0.778997887,0.085975122
-1,-1.451932543,-0.828912442,-0.604822923,-1.783978455,-0.644587059,-0.850257455,-0.664876687,-1.047503908,-0.864196415,-0.493886621,-0.919195184,0.237827652,-0.139591165,-0.195413339
1,0.688737232,0.13523346,-0.747549269,0.542949964,1.257279461,1.661205062,1.278852375,0.954650376,-0.864196415,-0.493886621,1.087908224,0.237827652,-0.116340011,5.813622831
-1,-1.451932543,-0.526667054,-0.53748021,0.542949964,0.170498593,1.661205062,0.157470224,0.954650376,-0.864196415,-0.493886621,1.087908224,0.237827652,1.022966513,-0.195221265
1,-1.451932543,-0.575634184,-0.353544144,0.542949964,0.985584244,1.661205062,-0.116147021,0.954650376,1.157144352,3.416049131,-0.919195184,0.237827652,-1.069637307,-0.099376322
1,0.688737232,-0.062323581,-0.956613213,0.542949964,0.44219381,-0.347964952,-0.291082636,0.954650376,1.157144352,-0.288100529,-0.919195184,0.237827652,0.104545948,-0.195413339
-1,0.688737232,-0.913338528,0.06558886,-1.783978455,-0.644587059,-0.347964952,-0.578156467,-1.047503908,-0.864196415,-0.493886621,-0.919195184,0.237827652,-0.255846932,-0.160071717
-1,-1.451932543,0.739724235,0.67669885,-1.783978455,-0.916282276,-0.347964952,-0.615535872,-1.047503908,1.157144352,-0.082314437,-0.919195184,0.237827652,-8.42E-05,-0.191956006
-1,0.688737232,-0.181364363,-0.705334434,0.542949964,0.170498593,1.661205062,-0.590117877,-1.047503908,1.157144352,-0.082314437,1.087908224,0.237827652,1.255478049,-0.174669343
-1,0.688737232,0.789535626,-0.856101702,-1.783978455,-0.101196624,-0.347964952,-0.515359067,-1.047503908,-0.864196415,-0.493886621,1.087908224,0.237827652,-0.313974816,-0.195413339
1,-1.451932543,-0.174610276,-0.864142623,0.542949964,-0.916282276,-0.347964952,-0.503397657,0.954650376,1.157144352,0.329257748,-0.919195184,0.237827652,1.139222281,-0.099376322
1,0.688737232,1.929287787,-0.856101702,-1.783978455,-0.916282276,1.661205062,0.519302865,0.954650376,-0.864196415,-0.493886621,-0.919195184,0.237827652,-0.023335397,-0.135102092
-1,0.688737232,0.205307111,0.149013414,-1.783978455,0.170498593,-0.347964952,-0.216323826,-1.047503908,-0.864196415,-0.493886621,1.087908224,0.237827652,-0.720870004,-0.195413339
-1,0.688737232,-0.554527663,1.455663065,0.542949964,-0.916282276,-0.347964952,0.007952604,0.954650376,1.157144352,-0.082314437,1.087908224,0.237827652,-0.3721027,-0.194452969
-1,-1.451932543,-0.421134447,-0.446014734,-1.783978455,-1.731367927,-1.854842462,-0.664876687,-1.047503908,-0.864196415,-0.493886621,1.087908224,0.237827652,-0.023335397,-0.183888897
1,-1.451932543,0.127635112,-0.026881731,0.542949964,0.985584244,1.661205062,-0.178944421,0.954650376,1.157144352,-0.082314437,-0.919195184,0.237827652,-1.069637307,-0.195413339
-1,0.688737232,0.177446503,-0.521398368,0.542949964,0.170498593,-0.347964952,-0.216323826,-1.047503908,-0.864196415,-0.493886621,-0.919195184,3.586829282,-0.3721027,-0.195413339
-1,0.688737232,0.388511718,0.149013414,0.542949964,-1.187977493,0.154327552,0.830299514,-1.047503908,-0.864196415,-0.493886621,-0.919195184,0.237827652,0.151048255,-0.063458477
-1,0.688737232,-1.018871136,-0.898316537,0.542949964,-0.916282276,-0.347964952,-0.578156467,-1.047503908,-0.864196415,-0.493886621,-0.919195184,0.237827652,0.557943442,-0.12549839
1,0.688737232,-0.624601314,-0.780718068,0.542949964,0.985584244,-0.347964952,0.718161299,0.954650376,1.157144352,-0.082314437,1.087908224,0.237827652,1.953012655,0.18873473
1,-1.451932543,-0.09018419,0.350036438,0.542949964,0.170498593,0.154327552,0.531264274,0.954650376,1.157144352,0.946616024,1.087908224,0.237827652,-1.069637307,0.393293577
-1,0.688737232,-0.976658093,0.450547949,0.542949964,0.170498593,-0.347964952,-0.515359067,-1.047503908,-0.864196415,-0.493886621,-0.919195184,0.237827652,-1.069637307,-0.195413339
1,0.688737232,-0.526667054,-0.84001986,0.542949964,0.170498593,-0.347964952,-0.578156467,0.954650376,1.157144352,0.946616024,1.087908224,0.237827652,-0.511609622,0.788774014
-1,0.688737232,-0.167856189,-0.001753853,0.542949964,-0.101196624,-0.347964952,-0.066806206,-1.047503908,1.157144352,-0.288100529,1.087908224,0.237827652,1.604245352,-0.182352305
-1,0.688737232,0.97949432,-0.504311411,0.542949964,-1.187977493,0.154327552,-0.440600256,0.954650376,-0.864196415,-0.493886621,-0.919195184,0.237827652,2.185524191,-0.195413339
-1,0.688737232,-0.23792984,-0.722421391,0.542949964,-0.916282276,-0.347964952,-0.515359067,0.954650376,-0.864196415,-0.493886621,-0.919195184,-3.111173978,0.557943442,-0.195413339
-1,0.688737232,0.000151722,-0.353544144,-1.783978455,-1.187977493,0.154327552,1.428369995,-1.047503908,-0.864196415,-0.493886621,-0.919195184,0.237827652,-1.069637307,-0.195221265
1,0.688737232,-0.955551571,1.045576098,0.542949964,0.713889027,-1.352549959,-0.664876687,0.954650376,-0.864196415,-0.493886621,-0.919195184,0.237827652,-1.069637307,-0.195413339
1,0.688737232,1.133994057,0.752082484,0.542949964,1.528974679,1.661205062,3.521616676,0.954650376,1.157144352,-0.288100529,1.087908224,0.237827652,-0.558111929,0.18873473
1,-1.451932543,-0.737732269,-0.49627049,0.542949964,0.985584244,1.661205062,0.019914013,0.954650376,1.157144352,0.946616024,1.087908224,0.237827652,-0.255846932,0.262491159
1,-1.451932543,-0.920092615,-0.353544144,0.542949964,0.985584244,-0.347964952,-0.615535872,0.954650376,1.157144352,0.123471655,-0.919195184,0.237827652,-0.488358468,-0.194260895
-1,0.688737232,-0.315601839,-0.655078678,0.542949964,0.44219381,-0.347964952,0.007952604,-1.047503908,1.157144352,-0.288100529,1.087908224,0.237827652,-0.488358468,-0.194837117
-1,0.688737232,0.789535626,-0.504311411,-1.783978455,1.800669896,1.661205062,2.325475716,0.954650376,-0.864196415,-0.493886621,1.087908224,0.237827652,-0.04658655,-0.195413339
1,0.688737232,2.098139959,4.672031437,-1.783978455,0.170498593,-0.347964952,7.85762766,0.954650376,1.157144352,7.737557067,-0.919195184,0.237827652,-1.069637307,-0.192532229
1,-1.451932543,2.744843777,-0.923444414,0.542949964,-1.731367927,-1.854842462,-0.664876687,0.954650376,1.157144352,-0.288100529,-0.919195184,0.237827652,0.278929599,-0.176205936
1,-1.451932543,-0.772346964,1.304895798,-1.783978455,1.800669896,1.661205062,-0.440600256,0.954650376,1.157144352,0.329257748,-0.919195184,0.237827652,-1.069637307,-0.133757574
-1,-1.451932543,-0.61109314,-0.454055655,-1.783978455,-1.187977493,0.154327552,0.680781894,-1.047503908,-0.864196415,-0.493886621,-0.919195184,0.237827652,0.092920371,-0.107827579
-1,-1.451932543,3.202433163,0.249524926,0.542949964,-1.731367927,-1.854842462,-0.664876687,-1.047503908,-0.864196415,-0.493886621,-0.919195184,-3.111173978,-1.069637307,-0.195413339
-1,0.688737232,0.338700327,-0.805845946,0.542949964,-0.916282276,-0.347964952,-0.216323826,-1.047503908,-0.864196415,-0.493886621,1.087908224,0.237827652,0.273116811,-0.195413339
1,0.688737232,1.415132923,1.455663065,0.542949964,-0.101196624,-0.347964952,4.119687157,0.954650376,-0.864196415,-0.493886621,-0.919195184,-3.111173978,-0.430230584,-0.195413339
1,-1.451932543,-0.294495318,2.058732135,-1.783978455,0.713889027,2.163497566,-0.664876687,0.954650376,-0.864196415,-0.493886621,-0.919195184,0.237827652,-1.069637307,2.342268805
1,0.688737232,0.304085632,-0.454055655,0.542949964,-0.916282276,-0.347964952,0.680781894,0.954650376,1.157144352,0.946616024,-0.919195184,0.237827652,-0.197719049,0.048520685
1,0.688737232,1.513911444,0.568146418,0.542949964,-1.187977493,0.154327552,1.60330561,0.954650376,1.157144352,2.592904762,1.087908224,0.237827652,-1.069637307,0.764956834
-1,0.688737232,4.110013588,0.149013414,0.542949964,0.170498593,-0.347964952,-0.503397657,0.954650376,-0.864196415,-0.493886621,-0.919195184,0.237827652,-1.069637307,-0.130108167
-1,0.688737232,-0.195716797,1.656686088,0.542949964,-1.45967271,1.661205062,-0.515359067,-1.047503908,-0.864196415,-0.493886621,-0.919195184,0.237827652,0.255678446,-0.195413339
-1,-1.451932543,-1.236690437,-0.856101702,0.542949964,-1.187977493,-0.347964952,-0.615535872,-1.047503908,1.157144352,0.740829932,1.087908224,0.237827652,0.325431906,-0.188690748
-1,-1.451932543,-1.314362436,-0.923444414,0.542949964,-0.372891842,-0.347964952,-0.365841446,-1.047503908,1.157144352,-0.082314437,1.087908224,0.237827652,0.790454978,-0.195221265
1,0.688737232,2.407139434,1.958220623,0.542949964,-1.731367927,-1.854842462,4.717757637,0.954650376,1.157144352,2.592904762,1.087908224,0.237827652,-1.069637307,-0.003339305
1,0.688737232,-0.301249405,-0.554567167,0.542949964,-0.916282276,1.661205062,0.580605089,0.954650376,1.157144352,-0.082314437,1.087908224,0.237827652,-0.017522608,-0.195413339
1,0.688737232,0.838502756,-0.647037758,0.542949964,-1.187977493,0.154327552,0.381746654,-1.047503908,-0.864196415,-0.493886621,-0.919195184,0.237827652,0.185924985,-0.195413339
-1,0.688737232,-0.632199662,0.852593996,0.542949964,-0.372891842,-0.347964952,-0.590117877,-1.047503908,-0.864196415,-0.493886621,1.087908224,0.237827652,-1.069637307,-0.195413339
-1,0.688737232,-0.596740706,1.724028801,-1.783978455,-0.372891842,-0.347964952,-0.652915277,-1.047503908,-0.864196415,-0.493886621,1.087908224,0.237827652,-0.3721027,-0.104178173
1,0.688737232,0.268626676,2.058732135,0.542949964,1.257279461,1.158912559,0.94243773,0.954650376,1.157144352,1.358188209,1.087908224,0.237827652,-1.069637307,-0.169675418
-1,0.688737232,0.177446503,-0.705334434,0.542949964,0.44219381,-0.347964952,-0.316500632,-1.047503908,-0.864196415,-0.493886621,-0.919195184,0.237827652,-0.3721027,-0.195413339
1,-1.451932543,0.781937278,1.053617019,0.542949964,0.985584244,1.661205062,-0.141565016,0.954650376,-0.864196415,-0.493886621,-0.919195184,0.237827652,-0.901066444,-0.034647372
1,0.688737232,-0.941199136,-0.587735966,0.542949964,0.170498593,-0.347964952,0.007952604,0.954650376,1.157144352,-0.288100529,-0.919195184,0.237827652,-0.488358468,-0.166602234
1,0.688737232,0.500798412,-0.730462312,-1.783978455,-1.45967271,-0.347964952,-0.216323826,-1.047503908,-0.864196415,-0.493886621,1.087908224,0.237827652,1.435674489,-0.195413339
1,0.688737232,1.429485358,-0.102265365,0.542949964,-0.101196624,-0.347964952,-0.627497282,0.954650376,-0.864196415,-0.493886621,1.087908224,0.237827652,0.238240081,-0.195413339
-1,0.688737232,-0.723379835,-0.805845946,0.542949964,-0.101196624,-0.347964952,-0.515359067,-1.047503908,-0.864196415,-0.493886621,1.087908224,-3.111173978,0.790454978,-0.195413339
-1,0.688737232,0.289733197,-0.27816051,0.542949964,0.170498593,1.661205062,1.814125455,-1.047503908,-0.864196415,-0.493886621,1.087908224,0.237827652,-1.069637307,-0.195413339
-1,0.688737232,-1.286501828,-0.403799899,0.542949964,-0.372891842,-0.347964952,-0.466018252,-1.047503908,1.157144352,-0.288100529,-0.919195184,0.237827652,-0.604614236,-0.191379784
1,0.688737232,-0.751240443,1.15412853,0.542949964,0.985584244,1.661205062,-0.265664641,0.954650376,-0.864196415,-0.493886621,-0.919195184,0.237827652,-0.488358468,-0.195413339
-1,-1.451932543,-0.828912442,1.405407309,0.542949964,0.170498593,-0.347964952,-0.590117877,-1.047503908,-0.864196415,-0.493886621,1.087908224,0.237827652,-0.023335397,-0.195413339
1,-1.451932543,-0.547773576,-0.446014734,-1.783978455,-0.372891842,-0.347964952,-0.590117877,0.954650376,-0.864196415,-0.493886621,1.087908224,0.237827652,1.081094397,-0.195413339
1,0.688737232,0.402019892,-0.529439289,-1.783978455,0.44219381,-0.347964952,-0.639458691,0.954650376,1.157144352,-0.288100529,-0.919195184,0.237827652,-0.778997887,0.03257854
-1,-1.451932543,-0.252282275,-0.202776876,0.542949964,0.170498593,-0.347964952,-0.590117877,-1.047503908,1.157144352,-0.288100529,1.087908224,0.237827652,-0.837125771,-0.165833938
-1,0.688737232,-0.793453486,1.480790943,0.542949964,0.170498593,-0.347964952,0.332405839,-1.047503908,1.157144352,-0.082314437,1.087908224,0.237827652,-0.023335397,-0.162184531
1,0.688737232,0.219659546,-0.647037758,0.542949964,1.528974679,-0.347964952,-0.204362417,0.954650376,1.157144352,-0.288100529,1.087908224,0.237827652,1.953012655,9.408288387
-1,0.688737232,0.289733197,-0.454055655,0.542949964,-1.187977493,-0.347964952,-0.365841446,-1.047503908,-0.864196415,-0.493886621,1.087908224,0.237827652,0.151048255,-0.195413339
-1,0.688737232,-0.252282275,-0.227904754,0.542949964,-0.372891842,-0.347964952,-0.590117877,-1.047503908,-0.864196415,-0.493886621,1.087908224,0.237827652,-0.488358468,-0.195413339
-1,-1.451932543,-1.046731744,0.131926457,0.542949964,-1.187977493,1.661205062,-0.578156467,-1.047503908,-0.864196415,-0.493886621,-0.919195184,0.237827652,-0.604614236,-0.102449506
1,0.688737232,-0.702273313,-0.75559019,0.542949964,0.170498593,-0.347964952,-0.415182261,0.954650376,-0.864196415,-0.493886621,-0.919195184,-3.111173978,0.67419921,-0.195413339
-1,0.688737232,-1.272149393,-0.931485335,0.542949964,0.170498593,-0.347964952,-0.615535872,-1.047503908,-0.864196415,-0.493886621,-0.919195184,0.237827652,-0.30234924,-0.195413339
1,-1.451932543,-0.969904006,-0.931485335,0.542949964,0.985584244,-0.347964952,-0.365841446,-1.047503908,1.157144352,-0.288100529,-0.919195184,0.237827652,0.325431906,-0.047900481
1,0.688737232,-0.779945312,1.254640042,0.542949964,0.44219381,-0.347964952,-0.066806206,0.954650376,1.157144352,-0.288100529,-0.919195184,0.237827652,-0.604614236,-0.142016757
-1,0.688737232,0.205307111,0.06558886,-1.783978455,-1.187977493,0.154327552,-0.340423451,-1.047503908,-0.864196415,-0.493886621,1.087908224,0.237827652,1.72050112,-0.195413339
-1,-1.451932543,2.153861176,-0.889270501,0.542949964,-1.187977493,0.154327552,-0.365841446,0.954650376,-0.864196415,-0.493886621,1.087908224,0.237827652,0.395185367,0.226573315
-1,0.688737232,-1.293255915,-0.788758989,0.542949964,-0.101196624,-0.347964952,-0.639458691,0.954650376,-0.864196415,-0.493886621,-0.919195184,-3.111173978,0.092920371,-0.195413339
1,0.688737232,0.106528591,-0.454055655,0.542949964,1.528974679,1.661205062,0.157470224,0.954650376,1.157144352,0.740829932,-0.919195184,0.237827652,-0.139591165,0.20256406
1,0.688737232,1.408378836,4.086049324,0.542949964,0.44219381,-0.347964952,-0.141565016,0.954650376,1.157144352,0.123471655,-0.919195184,0.237827652,-0.3721027,-0.192724303
-1,0.688737232,0.219659546,-0.403799899,0.542949964,-1.187977493,0.154327552,0.082711414,-1.047503908,-0.864196415,-0.493886621,1.087908224,0.237827652,0.278929599,-0.156998532
-1,0.688737232,-1.117649656,-0.713375355,-1.783978455,0.713889027,-1.352549959,-0.664876687,-1.047503908,-0.864196415,-0.493886621,-0.919195184,0.237827652,-0.488358468,-0.195413339
-1,0.688737232,1.070674492,-0.856101702,0.542949964,-0.101196624,-0.347964952,2.549752146,0.954650376,-0.864196415,-0.493886621,-0.919195184,-3.111173978,1.255478049,-0.195413339
-1,0.688737232,0.620683454,-0.604822923,0.542949964,-0.916282276,-0.347964952,-0.515359067,-1.047503908,-0.864196415,-0.493886621,1.087908224,0.237827652,0.67419921,-0.195029191
-1,0.688737232,0.000995983,-0.805845946,-1.783978455,-0.372891842,-0.347964952,0.381746654,-1.047503908,-0.864196415,-0.493886621,1.087908224,0.237827652,0.790454978,-0.195413339
1,0.688737232,-0.547773576,-0.612863844,0.542949964,1.800669896,-0.347964952,-0.166983012,0.954650376,1.157144352,-0.288100529,1.087908224,0.237827652,1.226414107,-0.191571858
1,0.688737232,2.857974733,1.254640042,0.542949964,0.713889027,2.163497566,5.315828118,0.954650376,1.157144352,0.946616024,1.087908224,0.237827652,-0.941755962,-0.195413339
1,0.688737232,0.824150321,-0.956613213,0.542949964,0.170498593,0.154327552,3.820651917,0.954650376,-0.864196415,-0.493886621,-0.919195184,0.237827652,-1.069637307,-0.195413339
-1,0.688737232,-0.026864625,-0.730462312,0.542949964,-1.731367927,-1.854842462,-0.664876687,-1.047503908,1.157144352,-0.288100529,-0.919195184,0.237827652,-0.511609622,-0.191763932
-1,-1.451932543,0.437478848,-0.009794774,0.542949964,-1.731367927,-1.854842462,-0.664876687,-1.047503908,-0.864196415,-0.493886621,-0.919195184,0.237827652,-0.139591165,-0.195413339
-1,0.688737232,0.064315548,0.551059461,0.542949964,0.713889027,0.154327552,-0.190905831,0.954650376,-0.864196415,-0.493886621,1.087908224,-3.111173978,1.371733817,-0.195413339
-1,-1.451932543,0.029700852,-0.328416266,0.542949964,-1.731367927,-1.854842462,0.244190444,-1.047503908,1.157144352,-0.082314437,1.087908224,0.237827652,0.092920371,-0.194645043
1,0.688737232,-0.568880097,-0.403799899,0.542949964,0.170498593,-0.347964952,0.007952604,0.954650376,1.157144352,0.740829932,-0.919195184,0.237827652,-8.42E-05,-0.080168918
1,0.688737232,-0.814560007,-0.848060781,-1.783978455,1.800669896,-0.347964952,-0.652915277,0.954650376,1.157144352,-0.288100529,1.087908224,0.237827652,3.81310494,-0.184080971
1,0.688737232,0.226413633,-0.353544144,0.542949964,1.528974679,1.661205062,1.55246962,0.954650376,-0.864196415,-0.493886621,1.087908224,0.237827652,-1.069637307,-0.195413339
-1,0.688737232,1.710624224,-0.353544144,-1.783978455,-1.731367927,-1.854842462,-0.216323826,-1.047503908,-0.864196415,-0.493886621,-0.919195184,0.237827652,-0.023335397,-0.194645043
